date	day	sex	age	region	업종	value
20150902	3	남	10대	25	중국집	5
20150902	3	남	60대이상	25	중국집	21
20150902	3	남	20대	25	중국집	42
20150902	3	여	50대	25	중국집	29
20150902	3	여	10대	25	중국집	6
20150902	3	남	50대	25	중국집	42
20150902	3	여	60대이상	25	중국집	24
20150902	3	여	40대	25	중국집	37
20150902	3	여	30대	25	중국집	50
20150902	3	남	40대	25	중국집	49
20150902	3	남	30대	25	중국집	57
20150902	3	여	20대	25	중국집	33
20150903	4	남	10대	1	중국집	16
20150903	4	남	60대이상	1	중국집	41
20150903	4	남	40대	1	중국집	194
20150903	4	여	40대	1	중국집	168
20150903	4	여	10대	1	중국집	11
20150903	4	여	30대	1	중국집	159
20150903	4	여	60대이상	1	중국집	46
20150903	4	여	20대	1	중국집	92
20150903	4	남	50대	1	중국집	93
20150903	4	남	20대	1	중국집	141
20150903	4	여	50대	1	중국집	89
20150903	4	남	30대	1	중국집	250
20150903	4	여	60대이상	2	중국집	14
20150903	4	여	10대	2	중국집	5
20150903	4	여	30대	2	중국집	68
20150903	4	남	30대	2	중국집	74
20150903	4	남	60대이상	2	중국집	28
20150903	4	남	40대	2	중국집	83
20150903	4	남	10대	2	중국집	12
20150903	4	여	20대	2	중국집	34
20150903	4	남	20대	2	중국집	46
20150903	4	남	50대	2	중국집	37
20150903	4	여	50대	2	중국집	48
20150903	4	여	40대	2	중국집	62
20150903	4	남	60대이상	3	중국집	25
20150903	4	남	10대	3	중국집	7
20150903	4	남	30대	3	중국집	67
20150903	4	여	30대	3	중국집	54
20150903	4	여	60대이상	3	중국집	7
20150903	4	여	40대	3	중국집	47
20150903	4	여	10대	3	중국집	5
20150903	4	남	50대	3	중국집	30
20150903	4	여	20대	3	중국집	28
20150903	4	여	50대	3	중국집	30
20150903	4	남	20대	3	중국집	51
20150903	4	남	40대	3	중국집	37
20150903	4	남	10대	4	중국집	11
20150903	4	남	60대이상	4	중국집	32
20150903	4	남	50대	4	중국집	60
20150903	4	여	50대	4	중국집	60
20150903	4	여	10대	4	중국집	8
20150903	4	남	20대	4	중국집	80
20150903	4	여	60대이상	4	중국집	43
20150903	4	남	30대	4	중국집	134
20150903	4	남	40대	4	중국집	96
20150903	4	여	30대	4	중국집	126
20150903	4	여	40대	4	중국집	90
20150903	4	여	20대	4	중국집	60
20150903	4	여	10대	5	중국집	5
20150903	4	여	60대이상	5	중국집	21
20150903	4	여	20대	5	중국집	53
20150903	4	남	50대	5	중국집	31
20150903	4	남	10대	5	중국집	6
20150903	4	여	50대	5	중국집	41
20150903	4	남	60대이상	5	중국집	19
20150903	4	여	30대	5	중국집	86
20150903	4	남	30대	5	중국집	131
20150903	4	여	40대	5	중국집	52
20150903	4	남	40대	5	중국집	60
20150903	4	남	20대	5	중국집	101
20150903	4	여	60대이상	6	중국집	15
20150903	4	여	10대	6	중국집	5
20150903	4	여	30대	6	중국집	48
20150903	4	여	40대	6	중국집	38
20150903	4	남	60대이상	6	중국집	28
20150903	4	남	40대	6	중국집	54
20150903	4	남	10대	6	중국집	16
20150903	4	여	20대	6	중국집	37
20150903	4	남	20대	6	중국집	52
20150903	4	남	50대	6	중국집	39
20150903	4	여	50대	6	중국집	19
20150903	4	남	30대	6	중국집	65
20150903	4	남	10대	7	중국집	12
20150903	4	남	60대이상	7	중국집	18
20150903	4	남	20대	7	중국집	40
20150903	4	여	20대	7	중국집	21
20150903	4	여	10대	7	중국집	5
20150903	4	남	50대	7	중국집	29
20150903	4	여	60대이상	7	중국집	18
20150903	4	여	40대	7	중국집	47
20150903	4	남	40대	7	중국집	56
20150903	4	여	30대	7	중국집	62
20150903	4	남	30대	7	중국집	60
20150903	4	여	50대	7	중국집	24
20150903	4	여	10대	8	중국집	5
20150903	4	여	60대이상	8	중국집	7
20150903	4	여	50대	8	중국집	21
20150903	4	남	20대	8	중국집	21
20150903	4	남	10대	8	중국집	5
20150903	4	여	20대	8	중국집	20
20150903	4	남	60대이상	8	중국집	7
20150903	4	남	40대	8	중국집	26
20150903	4	남	30대	8	중국집	32
20150903	4	여	40대	8	중국집	20
20150903	4	여	30대	8	중국집	30
20150903	4	남	50대	8	중국집	17
20150903	4	남	60대이상	9	중국집	24
20150903	4	남	10대	9	중국집	8
20150903	4	여	40대	9	중국집	39
20150903	4	여	30대	9	중국집	51
20150903	4	여	60대이상	9	중국집	12
20150903	4	남	30대	9	중국집	62
20150903	4	여	10대	9	중국집	6
20150903	4	남	20대	9	중국집	49
20150903	4	여	20대	9	중국집	37
20150903	4	여	50대	9	중국집	23
20150903	4	남	50대	9	중국집	18
20150903	4	남	40대	9	중국집	53
20150903	4	남	50대	10	중국집	26
20150903	4	여	50대	10	중국집	22
20150903	4	남	30대	10	중국집	28
20150903	4	남	40대	10	중국집	25
20150903	4	여	20대	10	중국집	22
20150903	4	여	40대	10	중국집	23
20150903	4	남	20대	10	중국집	22
20150903	4	남	60대이상	10	중국집	17
20150903	4	남	10대	10	중국집	40
20150903	4	여	60대이상	10	중국집	8
20150903	4	여	10대	10	중국집	20
